chr1	1008318	1010318	BRCA-specific-NDR
chr1	1088450	1090450	BRCA-specific-NDR
chr1	1097212	1099212	BRCA-specific-NDR
chr1	1207068	1209068	BRCA-specific-NDR
chr1	1267362	1269362	BRCA-specific-NDR
chr1	1298844	1300844	BRCA-specific-NDR
chr1	1367768	1369768	BRCA-specific-NDR
chr1	1609371	1611371	BRCA-specific-NDR
chr1	1784247	1786247	BRCA-specific-NDR
chr1	1932482	1934482	BRCA-specific-NDR
chr1	2012866	2014866	BRCA-specific-NDR
chr1	2096874	2098874	BRCA-specific-NDR
chr1	2179062	2181062	BRCA-specific-NDR
chr1	2182367	2184367	BRCA-specific-NDR
chr1	2368610	2370610	BRCA-specific-NDR
chr1	2523379	2525379	BRCA-specific-NDR
chr1	3455820	3457820	BRCA-specific-NDR
chr1	3463200	3465200	BRCA-specific-NDR
chr1	6217008	6219008	BRCA-specific-NDR
chr1	6490304	6492304	BRCA-specific-NDR
chr1	6572612	6574612	BRCA-specific-NDR
chr1	6987031	6989031	BRCA-specific-NDR
chr1	8120504	8122504	BRCA-specific-NDR
chr1	8129563	8131563	BRCA-specific-NDR
chr1	8437456	8439456	BRCA-specific-NDR
chr1	8471781	8473781	BRCA-specific-NDR
chr1	8549335	8551335	BRCA-specific-NDR
chr1	8848796	8850796	BRCA-specific-NDR
chr1	8949196	8951196	BRCA-specific-NDR
chr1	8972701	8974701	BRCA-specific-NDR
chr1	9183650	9185650	BRCA-specific-NDR
chr1	9224255	9226255	BRCA-specific-NDR
chr1	9371382	9373382	BRCA-specific-NDR
chr1	9398088	9400088	BRCA-specific-NDR
chr1	9405312	9407312	BRCA-specific-NDR
chr1	9760914	9762914	BRCA-specific-NDR
chr1	9902713	9904713	BRCA-specific-NDR
chr1	10077758	10079758	BRCA-specific-NDR
chr1	10614807	10616807	BRCA-specific-NDR
chr1	10695226	10697226	BRCA-specific-NDR
chr1	10749063	10751063	BRCA-specific-NDR
chr1	10758704	10760704	BRCA-specific-NDR
chr1	10763790	10765790	BRCA-specific-NDR
chr1	10780866	10782866	BRCA-specific-NDR
chr1	10782105	10784105	BRCA-specific-NDR
chr1	10783302	10785302	BRCA-specific-NDR
chr1	10805132	10807132	BRCA-specific-NDR
chr1	10834150	10836150	BRCA-specific-NDR
chr1	10835727	10837727	BRCA-specific-NDR
chr1	10863228	10865228	BRCA-specific-NDR
chr1	10950022	10952022	BRCA-specific-NDR
chr1	10952503	10954503	BRCA-specific-NDR
chr1	10960260	10962260	BRCA-specific-NDR
chr1	11139419	11141419	BRCA-specific-NDR
chr1	11380924	11382924	BRCA-specific-NDR
chr1	11401091	11403091	BRCA-specific-NDR
chr1	11412063	11414063	BRCA-specific-NDR
chr1	11664883	11666883	BRCA-specific-NDR
chr1	12303842	12305842	BRCA-specific-NDR
chr1	14086635	14088635	BRCA-specific-NDR
chr1	14158259	14160259	BRCA-specific-NDR
chr1	14302182	14304182	BRCA-specific-NDR
chr1	14403772	14405772	BRCA-specific-NDR
chr1	14559269	14561269	BRCA-specific-NDR
chr1	14616860	14618860	BRCA-specific-NDR
chr1	14652535	14654535	BRCA-specific-NDR
chr1	14686722	14688722	BRCA-specific-NDR
chr1	14750292	14752292	BRCA-specific-NDR
chr1	14752529	14754529	BRCA-specific-NDR
chr1	14785225	14787225	BRCA-specific-NDR
chr1	14791683	14793683	BRCA-specific-NDR
chr1	14824633	14826633	BRCA-specific-NDR
chr1	15063862	15065862	BRCA-specific-NDR
chr1	15159337	15161337	BRCA-specific-NDR
chr1	15236896	15238896	BRCA-specific-NDR
chr1	15279846	15281846	BRCA-specific-NDR
chr1	15281091	15283091	BRCA-specific-NDR
chr1	15282197	15284197	BRCA-specific-NDR
chr1	15294105	15296105	BRCA-specific-NDR
chr1	15340164	15342164	BRCA-specific-NDR
chr1	15342797	15344797	BRCA-specific-NDR
chr1	16265086	16267086	BRCA-specific-NDR
chr1	16332864	16334864	BRCA-specific-NDR
chr1	16416920	16418920	BRCA-specific-NDR
chr1	16421153	16423153	BRCA-specific-NDR
chr1	16430356	16432356	BRCA-specific-NDR
chr1	16933861	16935861	BRCA-specific-NDR
chr1	17407066	17409066	BRCA-specific-NDR
chr1	17623681	17625681	BRCA-specific-NDR
chr1	17703107	17705107	BRCA-specific-NDR
chr1	17728796	17730796	BRCA-specific-NDR
chr1	17735300	17737300	BRCA-specific-NDR
chr1	17737779	17739779	BRCA-specific-NDR
chr1	17753786	17755786	BRCA-specific-NDR
chr1	17767102	17769102	BRCA-specific-NDR
chr1	17817427	17819427	BRCA-specific-NDR
chr1	17845737	17847737	BRCA-specific-NDR
chr1	17850552	17852552	BRCA-specific-NDR
chr1	17890331	17892331	BRCA-specific-NDR
chr1	17958190	17960190	BRCA-specific-NDR
chr1	18006137	18008137	BRCA-specific-NDR
chr1	18008070	18010070	BRCA-specific-NDR
chr1	18217940	18219940	BRCA-specific-NDR
chr1	18527643	18529643	BRCA-specific-NDR
chr1	18624330	18626330	BRCA-specific-NDR
chr1	18787765	18789765	BRCA-specific-NDR
chr1	18789991	18791991	BRCA-specific-NDR
